"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"69",621433,"Phillips, Brett","1234","5.6","0.154","0.308","0.250","0.462","0.333","0.276","0.114","2","13","84.2","13.8","2210","90.1","90.30","13","38","31","0.2","6.48","109","147","109","147","288","322","298"
"69",650859,"Rengifo, Luis","741","9.3","0.133","0.200","0.091","0.333","0.212","0.282","0.209","2","15","82.7","18.1","2151","87.1","87.13","13","34","35","0.0","6.40","102","149","104","146","293","317","293"
"68",542454,"Santana, Danny","516","13.2","0.071","0.214","0.000","0.286","0.212","0.372","0.239","1","14","90.6","15.4","2152","88.8","88.81","15","36","32","0.0","6.27","114","151","122","148","289","326","298"
"68",605421,"Perez, Michael","941","7.2","0.125","0.188","0.125","0.313","0.210","0.218","0.153","2","16","90.4","17.9","2165","87.3","87.65","11","33","35","0.4","6.41","115","163","121","151","295","320","300"
"68",666915,"Dalbec, Bobby","1836","3.7","0.263","0.158","0.333","0.421","0.291","0.227","0.191","5","19","90.0","8.9","2138","88.8","88.86","15","43","25","0.1","6.26","109","153","122","146","292","324","297"
"67",553902,"Astudillo, Willians","614","10.9","0.211","0.158","0.176","0.368","0.267","0.269","0.231","4","19","82.8","18.8","2270","86.8","86.55","3","39","28","-0.2","6.16","107","153","120","147","297","321","287"
"67",641680,"Heim, Jonah","1139","5.9","0.167","0.222","0.167","0.389","0.254","0.383","0.320","3","18","84.7","4.7","2119","87.5","87.62","10","33","34","0.1","6.30","118","158","120","152","299","324","298"
"66",596056,"Nogowski, John","569","11.6","0.214","0.214","0.154","0.429","0.279","0.255","0.234","3","14","88.5","20.4","2110","88.4","88.73","1","25","41","0.3","6.44","105","150","119","144","304","315","278"
"66",643289,"Dubón, Mauricio","675","9.8","0.231","0.231","0.200","0.462","0.343","0.262","0.170","3","13","81.5","27.6","2367","87.5","87.53","7","33","33","0.0","6.24","106","154","109","148","304","325","294"
"66",592530,"Marmolejos, José","532","12.4","0.167","0.333","0.200","0.500","0.331","0.362","0.196","2","12","88.8","20.8","2142","86.2","85.95","11","31","35","-0.2","6.14","120","167","128","153","292","324","299"
"65",608701,"Refsnyder, Rob","669","9.7","0.375","0.063","0.500","0.438","0.372","0.358","0.281","6","16","86.4","9.3","2192","87.6","87.70","8","29","36","0.1","6.27","105","152","117","145","301","322","285"
"65",676694,"Meyers, Jake","655","9.9","0.556","0.333","0.714","0.889","0.630","0.526","0.390","5","9","87.4","13.3","2112","86.3","86.50","8","29","36","0.2","6.50","102","150","114","146","304","324","289"
"65",519390,"Vogt, Stephen","1015","6.4","0.083","0.000","0.100","0.083","0.197","0.278","0.166","1","12","86.2","8.4","2302","88.7","88.87","5","32","33","0.2","6.44","110","165","130","148","295","325","303"
"64",607461,"Beaty, Matt","885","7.2","0.286","0.000","0.400","0.286","0.329","0.320","0.246","4","14","85.9","15.1","2261","88.6","88.70","9","30","34","0.1","6.27","119","155","116","151","296","323","297"
"64",455117,"Maldonado, Martín","1789","3.6","0.154","0.308","0.083","0.462","0.289","0.269","0.162","2","13","89.0","6.2","2131","88.0","88.19","6","28","36","0.2","6.42","108","146","115","140","297","326","287"
"64",640461,"Pinder, Chad","906","7.1","0.278","0.111","0.385","0.389","0.306","0.380","0.336","5","18","91.5","-2.9","2177","84.9","84.69","10","33","31","-0.2","6.09","105","154","120","148","302","325","292"
"63",663611,"Madrigal, Nick","809","7.8","0.400","0.133","0.462","0.533","0.434","0.373","0.345","6","15","81.0","7.2","2294","89.6","87.99","3","22","41","-1.6","6.25","99","150","105","144","297","316","281"
"62",643565,"Tauchman, Mike","870","7.1","0.214","0.143","0.250","0.357","0.297","0.459","0.395","3","14","90.4","1.1","2373","88.6","87.32","6","26","36","-1.3","6.28","113","156","110","153","288","320","307"
"61",642336,"Mejía, Francisco","1013","6.0","0.158","0.158","0.125","0.316","0.223","0.343","0.287","3","19","81.8","-1.1","2192","88.3","88.52","8","36","25","0.2","6.45","108","152","113","148","299","321","288"
"61",624503,"Gordon, Nick","781","7.8","0.067","0.133","0.083","0.200","0.141","0.185","0.152","1","15","88.4","11.3","2200","87.2","87.09","8","38","23","-0.1","6.20","111","148","105","149","286","313","298"
"58",666176,"Adell, Jo","569","10.2","0.308","0.385","0.300","0.692","0.430","0.354","0.252","4","13","83.5","8.9","2288","89.6","89.47","8","31","27","-0.1","6.21","105","154","119","148","304","320","293"
"57",595909,"Cave, Jake","719","7.9","0.214","0.000","0.300","0.214","0.224","0.334","0.265","3","14","88.7","6.0","2126","88.9","89.00","9","27","30","0.1","6.32","111","156","118","152","291","319","301"
"57",665155,"Maton, Nick","512","11.1","0.400","0.300","0.429","0.700","0.485","0.423","0.362","4","10","89.0","15.9","2229","88.3","88.18","7","26","31","-0.1","6.15","115","154","116","153","287","317","297"
"56",660829,"Park, Hoy","651","8.6","0.250","0.125","0.333","0.375","0.381","0.338","0.199","2","8","82.3","8.9","2125","88.9","88.88","3","22","34","0.0","6.30","113","139","109","139","289","312","289"
"56",640458,"Mercado, Oscar","903","6.2","0.200","0.000","0.231","0.200","0.238","0.182","0.116","3","15","81.5","9.3","2322","88.6","88.79","2","24","32","0.2","6.31","101","152","111","147","298","317","286"
"55",501981,"Davis, Khris","451","12.2","0.083","0.000","0.111","0.083","0.121","0.285","0.225","1","12","92.8","17.1","2081","86.0","85.77","7","26","29","-0.2","6.05","107","153","119","147","307","327","295"
"55",656541,"Hilliard, Sam","995","5.5","0.083","0.250","0.000","0.333","0.167","0.145","0.087","1","12","84.0","35.0","2361","86.4","86.43","19","30","25","0.0","6.29","115","158","137","146","296","331","306"
"54",666211,"Trammell, Taylor","751","7.2","0.222","0.333","0.250","0.556","0.388","0.382","0.201","2","9","93.1","6.2","2019","87.4","87.70","7","25","29","0.3","6.48","120","161","121","156","282","322","304"
"53",624414,"Arroyo, Christian","696","7.6","0.545","0.273","0.750","0.818","0.600","0.265","0.180","6","11","82.9","12.1","2268","87.6","87.84","5","26","27","0.2","6.43","110","154","121","149","299","323","296"
"52",670097,"Short, Zack","801","6.5","0.364","0.000","0.444","0.364","0.351","0.313","0.279","4","11","89.9","12.0","2204","87.2","87.16","4","19","33","0.0","6.23","105","150","113","144","299","320","287"
"52",543305,"Hicks, Aaron","511","10.2","0.200","0.100","0.500","0.300","0.295","0.204","0.102","2","10","89.2","22.8","2249","85.9","86.18","6","20","32","0.3","6.50","108","161","118","151","303","324","293"
"51",657061,"Tucker, Cole","512","10.0","0.417","0.000","0.455","0.417","0.363","0.315","0.298","5","12","91.0","8.5","2128","85.3","85.25","6","28","23","0.0","6.18","120","150","111","146","295","315","289"
"51",656308,"Chavis, Michael","429","11.9","0.214","0.071","0.300","0.286","0.214","0.167","0.173","3","14","91.2","4.1","2217","88.5","88.74","8","31","20","0.2","6.28","108","154","123","149","297","322","292"
"51",609275,"Mondesi, Adalberto","543","9.4","0.091","0.091","0.200","0.182","0.202","0.325","0.200","1","11","85.5","-10.2","2170","86.3","86.22","10","28","23","-0.1","6.25","105","151","103","151","300","326","297"
"51",640449,"Frazier, Clint","949","5.4","0.111","0.111","0.143","0.222","0.308","0.483","0.327","1","9","94.5","10.7","2251","87.1","87.37","2","13","38","0.3","6.58","106","150","120","147","307","325","288"
"51",642423,"Sierra, Magneuris","858","5.9","0.182","0.091","0.222","0.273","0.270","0.285","0.221","2","11","81.1","-2.3","2238","89.3","88.42","5","26","25","-0.9","6.73","113","149","100","149","285","312","299"
"51",642211,"Williams, Justin","498","10.2","0.182","0.273","0.250","0.455","0.298","0.236","0.145","2","11","91.2","18.4","2280","88.3","88.55","8","22","29","0.3","6.40","118","154","124","153","302","326","302"
"50",644374,"Chang, Yu","965","5.2","0.182","0.273","0.200","0.455","0.331","0.259","0.150","2","11","87.4","6.3","2187","87.8","88.07","8","25","25","0.3","6.35","100","152","119","145","297","315","291"
"50",670764,"Walls, Taylor","745","6.7","0.250","0.083","0.375","0.333","0.284","0.292","0.252","3","12","89.1","12.4","2214","90.0","90.24","4","21","29","0.2","6.45","102","150","113","143","292","318","291"
"49",663630,"McKenna, Ryan","836","5.9","0.267","0.133","0.333","0.400","0.329","0.386","0.306","4","15","83.3","2.5","2206","88.6","88.65","5","22","27","0.1","6.40","107","154","111","148","301","320","288"
"49",643418,"Long Jr., Shed","497","9.9","0.000","0.000","0.000","0.000","0.058","0.237","0.184","0","11","94.0","7.0","2178","88.2","88.26","8","22","27","0.1","6.16","116","153","113","147","288","322","299"
"48",641796,"Locastro, Tim","569","8.4","0.167","0.000","0.182","0.167","0.188","0.311","0.287","2","12","75.2","6.0","2342","87.5","87.74","4","23","25","0.2","6.43","98","151","106","146","306","317","288"
"48",621011,"Schrock, Max","522","9.2","0.182","0.091","0.222","0.273","0.177","0.179","0.172","2","11","89.3","17.1","2161","88.1","88.15","5","21","27","0.0","6.28","116","146","108","148","287","314","291"
"48",606157,"Aquino, Aristides","841","5.7","0.000","0.000","0.000","0.000","0.208","0.256","0.049","0","7","97.2","25.0","2076","84.7","84.70","8","16","32","0.0","6.24","106","152","121","145","299","328","297"
"48",543592,"Nola, Austin","694","6.9","0.133","0.067","0.143","0.200","0.176","0.284","0.233","2","15","95.0","17.4","2272","88.3","88.15","3","21","27","-0.2","6.28","110","154","120","149","300","320","288"
"48",664789,"Tom, Ka'ai","548","8.8","0.400","0.100","0.400","0.500","0.353","0.197","0.171","4","10","84.1","4.8","2406","89.4","89.34","7","26","22","-0.1","6.33","118","147","113","147","285","311","295"
"48",641553,"Engel, Adam","542","8.9","0.500","0.250","0.583","0.750","0.533","0.404","0.357","8","16","94.5","6.3","2282","85.7","85.36","8","31","17","-0.3","6.10","106","153","110","147","294","326","295"
"47",668670,"Rogers, Jake","561","8.4","0.125","0.000","0.333","0.125","0.175","0.181","0.123","1","8","81.0","3.0","2235","88.4","88.71","7","17","30","0.3","6.43","106","152","119","146","298","323","291"
"47",656537,"Hill, Derek","529","8.9","0.286","0.286","0.333","0.571","0.358","0.394","0.349","4","14","87.2","13.1","2169","87.6","87.67","8","25","22","0.1","6.34","101","146","102","143","300","316","283"
"47",664057,"Stevenson, Andrew","775","6.1","0.071","0.000","0.125","0.071","0.107","0.196","0.151","1","14","88.2","12.5","2411","88.6","89.26","6","21","26","0.7","6.64","108","150","101","151","291","320","300"
"46",622682,"Reyes, Victor","869","5.3","0.000","0.000","0.000","0.000","0.000","0.114","0.091","0","12","92.6","18.8","2346","89.5","89.35","13","32","14","-0.1","6.25","112","154","111","153","292","323","301"
"46",641470,"Collins, Zack","940","4.9","0.300","0.000","0.375","0.300","0.335","0.317","0.223","3","10","85.9","4.1","2042","85.7","85.64","6","19","27","-0.1","6.11","104","154","119","146","291","326","301"
"46",642162,"Valaika, Pat","1101","4.2","0.500","0.333","0.556","0.833","0.564","0.578","0.461","6","12","89.2","15.6","2314","84.6","84.65","7","24","22","0.0","6.36","106","150","119","148","297","317","285"
"46",459964,"Joyce, Matt","272","16.9","0.000","0.000","0.000","0.000","0.208","0.242","0.032","0","7","84.9","18.8","2128","89.1","89.04","10","24","22","-0.1","6.26","121","171","131","150","291","319","294"
"46",622761,"Mateo, Jorge","822","5.6","0.091","0.182","0.167","0.273","0.188","0.205","0.113","1","11","81.7","15.2","2130","87.8","87.72","8","20","26","-0.1","6.36","105","151","107","147","301","323","288"
"44",502210,"Reddick, Josh","589","7.5","0.333","0.083","0.333","0.417","0.326","0.332","0.320","4","12","84.6","22.9","2210","89.5","79.62","4","24","20","-9.9","6.46","115","160","115","147","299","327","306"
"44",664901,"Mendick, Danny","762","5.8","0.222","0.000","0.250","0.222","0.286","0.311","0.241","2","9","73.9","39.4","2188","87.5","87.65","1","14","30","0.2","6.31","113","153","112","149","297","321","287"
"44",680911,"Miller, Owen","750","5.9","0.083","0.000","0.111","0.083","0.073","0.268","0.280","1","12","86.0","2.7","2235","89.7","90.04","7","21","23","0.3","6.40","101","151","112","146","297","312","285"
"44",547004,"Ruiz, Rio","540","8.1","0.250","0.000","0.500","0.250","0.256","0.168","0.130","3","12","81.8","1.7","2443","87.4","87.43","11","25","19","0.0","6.41","108","148","120","147","291","326","306"
"44",547379,"Pérez, Roberto","695","6.3","0.111","0.333","0.000","0.444","0.311","0.373","0.195","1","9","89.7","19.0","2189","86.0","86.01","6","19","25","0.0","6.30","109","152","118","149","308","317","287"
"43",661388,"Contreras, William","708","6.1","0.222","0.111","0.286","0.333","0.319","0.299","0.211","2","9","81.9","8.4","2374","86.8","87.00","6","21","22","0.2","6.44","107","153","119","147","300","318","287"
"43",656716,"McKinstry, Zach","709","6.1","0.222","0.000","0.333","0.222","0.195","0.366","0.335","2","9","94.6","12.3","2268","86.0","86.50","6","19","24","0.5","6.47","119","155","128","144","294","321","307"
"43",673451,"Akiyama, Shogo","757","5.7","0.273","0.091","0.333","0.364","0.273","0.214","0.191","3","11","93.6","4.3","2149","88.9","88.86","6","23","20","0.0","6.13","114","147","107","149","289","316","298"
"43",593643,"Alberto, Hanser","834","5.2","0.250","0.125","0.267","0.375","0.265","0.214","0.212","4","16","90.5","22.6","2239","87.6","87.47","6","32","11","-0.1","6.16","102","150","105","145","299","318","288"
"43",624513,"Nuñez, Dom","1129","3.8","0.182","0.364","0.250","0.545","0.295","0.243","0.147","2","11","86.1","4.2","2194","89.9","90.35","6","17","26","0.4","6.39","123","165","117","151","298","330","303"
"42",506702,"León, Sandy","920","4.6","0.091","0.000","0.143","0.091","0.080","0.081","0.078","1","11","86.9","23.7","2257","86.5","86.51","4","14","28","0.0","6.34","120","155","119","148","290","316","292"
"42",546990,"Alford, Anthony","568","7.4","0.286","0.571","0.222","0.857","0.479","0.396","0.248","4","14","94.3","13.2","2079","87.4","87.10","4","20","22","-0.3","6.17","105","151","114","147","303","316","284"
"41",665926,"Giménez, Andrés","819","5.0","0.125","0.000","0.200","0.125","0.175","0.255","0.216","1","8","93.1","5.8","2190","88.0","88.08","7","21","20","0.1","6.27","113","154","109","151","284","320","295"
"41",488771,"Castro, Jason","772","5.3","0.286","0.000","0.400","0.286","0.349","0.385","0.320","2","7","86.0","13.8","2225","88.7","89.02","6","17","24","0.3","6.46","113","165","113","152","286","323","303"
"41",670370,"Young, Andrew","417","9.8","0.429","0.714","0.500","1.143","0.561","0.282","0.218","3","7","86.8","32.2","2291","86.1","86.10","5","19","22","0.0","6.34","103","152","119","145","304","320","289"
"40",680776,"Duran, Jarren","429","9.3","0.222","0.444","0.143","0.667","0.394","0.260","0.156","2","9","85.7","19.5","2068","88.4","88.68","6","19","21","0.3","6.43","110","149","104","149","279","317","301"
"39",647304,"Naylor, Josh","874","4.5","0.294","0.059","0.333","0.353","0.280","0.317","0.309","5","17","89.1","7.1","2203","86.3","86.58","9","27","12","0.3","6.34","112","161","116","151","294","322","300"
"39",672386,"Kirk, Alejandro","748","5.2","0.083","0.000","0.091","0.083","0.073","0.207","0.216","1","12","83.9","10.4","2150","86.3","86.30","3","17","22","0.0","6.32","108","156","122","149","304","320","289"
"39",663538,"Hoerner, Nico","650","6.0","0.333","0.111","0.429","0.444","0.336","0.287","0.269","3","9","90.3","-8.0","2150","86.6","86.71","8","22","17","0.1","6.42","101","148","109","141","296","319","285"
"39",656896,"Rivera, Emmanuel","370","10.5","0.375","0.000","0.500","0.375","0.370","0.372","0.349","3","8","96.6","2.5","2353","87.4","87.12","5","21","18","-0.3","6.06","99","154","120","148","299","319","290"
"38",642731,"Estrada, Thairo","514","7.4","0.250","0.333","0.200","0.583","0.344","0.347","0.294","3","12","88.1","4.1","2295","86.3","86.22","2","24","14","-0.1","6.10","103","154","110","148","303","324","293"
"37",656403,"Ellis, Drew","354","10.5","0.000","0.000","0.000","0.000","0.173","0.260","0.127","0","6","68.0","10.3","2261","90.4","91.02","9","20","17","0.6","6.58","103","143","116","138","302","328","303"
"37",607345,"Smith, Kevan","404","9.2","0.000","0.000","0.000","0.000","0.077","0.215","0.153","0","8","83.6","6.4","2391","88.5","88.75","6","18","19","0.2","6.40","105","150","115","146","306","318","282"
"37",671277,"García, Luis","846","4.4","0.077","0.000","0.077","0.077","0.068","0.173","0.167","1","13","87.8","7.0","2223","88.7","89.35","2","24","13","0.7","6.58","115","148","102","149","297","321","300"
"36",467092,"Ramos, Wilson","555","6.5","0.143","0.071","0.167","0.214","0.141","0.302","0.186","2","14","86.4","2.8","2291","88.6","89.04","7","25","11","0.4","6.55","106","157","122","148","302","325","296"
"35",593590,"Rivas, Webster","283","12.4","0.375","0.000","0.429","0.375","0.330","0.266","0.287","3","8","81.7","16.9","2200","86.9","86.94","5","18","17","0.0","6.31","110","152","120","149","296","320","284"
"35",641645,"Guillorme, Luis","661","5.3","0.000","0.000","0.000","0.000","0.099","0.134","0.033","0","6","85.3","11.5","2200","90.1","90.86","2","18","17","0.8","6.72","114","149","122","140","284","312","302"
"34",595956,"Gallagher, Cam","433","7.9","0.125","0.000","0.143","0.125","0.175","0.284","0.240","1","8","93.1","18.7","2362","88.0","87.88","3","18","16","-0.1","6.26","112","153","125","151","299","318","286"
"34",670623,"Paredes, Isaac","378","9.0","0.286","0.000","0.286","0.286","0.251","0.249","0.253","2","7","82.4","16.6","2111","88.7","88.73","0","14","20","0.0","6.27","109","152","122","148","301","329","288"
"33",474568,"Mercer, Jordy","540","6.1","0.429","0.000","0.600","0.429","0.377","0.360","0.379","3","7","88.7","18.6","2312","88.9","89.22","4","16","17","0.3","6.36","104","154","118","148","302","319","292"
"33",664059,"Haggerty, Sam","344","9.6","0.111","0.111","0.250","0.222","0.138","0.236","0.138","1","9","94.3","22.8","2167","86.2","86.04","8","19","14","-0.2","6.17","114","149","107","152","289","320","297"
"33",592200,"Casali, Curt","905","3.6","0.125","0.000","0.167","0.125","0.226","0.255","0.140","1","8","89.1","42.2","2194","87.1","87.12","5","18","15","0.0","6.26","104","151","124","146","303","323","292"
"32",663457,"Nootbaar, Lars","472","6.8","0.125","0.375","0.000","0.500","0.251","0.273","0.208","1","8","92.6","-6.0","2201","89.7","89.59","6","16","16","-0.1","6.20","122","155","124","146","292","321","300"
"32",607468,"Blandino, Alex","357","9.0","0.200","0.000","0.333","0.200","0.323","0.325","0.187","1","5","69.5","16.0","2499","90.0","89.85","2","7","25","-0.2","6.12","103","154","120","149","304","320","290"
"32",545350,"Marisnick, Jake","727","4.4","0.250","0.250","0.222","0.500","0.314","0.324","0.299","3","12","90.2","10.7","2109","86.4","86.15","7","19","13","-0.2","6.15","103","151","115","147","297","324","292"
"32",663897,"Williams, Luke","413","7.7","0.250","0.000","0.250","0.250","0.272","0.263","0.198","2","8","73.1","0.9","2232","87.2","87.51","0","13","19","0.3","6.43","109","152","111","149","301","316","284"
"31",624512,"McGuire, Reese","797","3.9","0.375","0.125","0.500","0.500","0.375","0.152","0.157","3","8","81.0","2.5","2324","89.0","88.73","4","17","14","-0.3","6.14","96","145","105","150","290","318","295"
"31",572039,"Piscotty, Stephen","676","4.6","0.455","0.364","0.444","0.818","0.535","0.495","0.369","5","11","90.1","25.7","2319","86.7","86.62","3","23","8","-0.1","6.24","105","155","119","146","302","327","292"
"31",467827,"Parra, Gerardo","415","7.5","0.375","0.250","0.500","0.625","0.420","0.287","0.310","3","8","77.5","4.7","2389","86.4","86.47","4","16","15","0.1","6.22","105","151","110","151","297","318","300"
"30",660644,"Bruján, Vidal","100","30.0","0.000","0.000","0.000","0.000","0.000","0.016","0.016","0","5","84.7","-30.0","2232","84.8","84.25","2","10","20","-0.5","6.11","108","152","111","148","294","321","288"
"30",502481,"Dyson, Jarrod","560","5.4","0.125","0.125","0.143","0.250","0.215","0.270","0.219","1","8","78.6","-6.0","2346","88.1","88.43","4","15","15","0.3","6.42","108","148","97","149","283","312","297"
"30",621512,"Nido, Tomás","496","6.0","0.333","0.083","0.500","0.417","0.323","0.232","0.231","4","12","88.3","2.4","2174","88.4","88.82","9","23","7","0.4","6.57","107","149","116","147","301","315","293"
"30",467055,"Sandoval, Pablo","379","7.9","0.400","0.600","0.333","1.000","0.596","0.490","0.256","2","5","91.9","11.3","2222","90.4","90.32","2","14","16","-0.1","6.37","125","161","127","154","293","327","301"
"30",650331,"Díaz, Lewin","521","5.8","0.091","0.091","0.125","0.182","0.113","0.191","0.183","1","11","81.7","42.0","2361","83.9","83.32","8","20","10","-0.6","6.10","114","166","136","144","294","317","300"
"30",669289,"Espinal, Santiago","912","3.3","0.100","0.000","0.125","0.100","0.088","0.174","0.184","1","10","80.3","18.0","2187","86.4","86.39","5","16","14","0.0","6.24","103","153","111","149","298","322","283"
"30",605131,"Barnes, Austin","890","3.4","0.300","0.100","0.429","0.400","0.336","0.338","0.268","3","10","75.1","25.6","2329","85.8","86.17","5","16","14","0.4","6.38","103","148","113","143","299","317","287"
"30",592444,"Jones, JaCoby","396","7.6","0.286","0.000","0.400","0.286","0.306","0.429","0.313","2","7","95.6","12.6","2246","87.4","84.16","4","18","12","-3.2","6.23","111","157","120","146","297","325","295"
"30",669222,"Senzel, Nick","417","7.2","0.214","0.000","0.231","0.214","0.188","0.352","0.318","3","14","85.5","8.8","2340","86.4","86.27","1","18","12","-0.1","6.16","106","152","109","147","303","327","288"
"29",668800,"Knizner, Andrew","677","4.3","0.333","0.111","0.375","0.444","0.369","0.555","0.467","3","9","91.6","22.0","2283","88.4","85.49","3","15","14","-2.9","6.23","106","152","121","149","310","321","287"
"29",609280,"Andújar, Miguel","618","4.7","0.375","0.750","0.250","1.125","0.612","0.570","0.405","3","8","96.8","9.7","2301","85.2","85.46","5","15","14","0.3","6.54","109","154","120","150","300","318","291"
"29",592859,"Wilkerson, Stevie","289","10.0","0.125","0.000","0.200","0.125","0.110","0.169","0.168","1","8","85.9","-8.4","2275","90.1","90.14","8","19","10","0.0","6.40","113","150","113","151","297","318","290"
"29",642350,"Siri, Jose","199","14.6","0.167","0.000","0.500","0.167","0.147","0.186","0.160","1","6","98.8","26.0","1914","86.5","86.23","6","21","8","-0.3","6.18","113","154","116","148","303","326","292"
"28",663728,"Raleigh, Cal","568","4.9","0.286","0.286","0.500","0.571","0.397","0.321","0.267","2","7","90.4","0.8","2102","87.8","87.79","6","17","11","0.0","6.16","113","156","125","151","298","321","294"
"28",595978,"Hedges, Austin","1185","2.4","0.333","0.444","0.333","0.778","0.459","0.464","0.377","3","9","91.2","16.7","2359","88.1","87.99","3","14","14","-0.1","6.22","106","156","119","148","291","320","294"
"28",663662,"Cameron, Daz","503","5.6","0.250","0.125","0.286","0.375","0.265","0.176","0.185","2","8","81.7","27.3","2158","89.3","89.32","1","14","14","0.0","6.35","103","151","117","149","306","322","289"
"28",600524,"Núñez, Renato","206","13.6","0.125","0.000","0.125","0.125","0.110","0.221","0.218","1","8","70.7","-8.4","2040","86.6","86.98","1","13","15","0.4","6.57","113","153","124","148","296","320","295"
"27",656577,"Jackson, Alex","613","4.4","0.286","0.000","0.500","0.286","0.251","0.087","0.090","2","7","87.5","17.0","2317","86.7","86.07","5","13","14","-0.6","6.08","105","150","121","147","307","326","289"
"27",658668,"Olivares, Edward","460","5.9","0.000","0.000","0.000","0.000","0.000","0.011","0.010","0","6","87.2","45.0","2209","85.7","85.75","8","13","14","0.0","6.38","103","152","106","147","298","312","283"
"27",669288,"Johnson, Daniel","319","8.5","0.600","0.600","0.667","1.200","0.753","0.522","0.373","3","5","93.7","31.5","2230","88.4","88.92","1","14","13","0.5","6.35","117","152","110","153","286","321","299"
"27",606299,"Peraza, José","509","5.3","0.250","0.375","0.167","0.625","0.361","0.316","0.236","2","8","89.0","8.0","2230","87.3","87.87","2","13","14","0.6","6.70","105","153","114","149","300","312","282"
"27",664874,"Zavala, Seby","420","6.4","0.000","0.000","0.000","0.000","0.000","0.024","0.024","0","6","81.2","8.0","2254","88.6","88.26","6","11","16","-0.3","6.13","106","144","113","140","299","317","290"
"26",608422,"Godoy, José","168","15.5","0.000","0.000","0.000","0.000","0.000","0.054","0.051","0","6","83.4","-2.3","2301","88.4","88.12","2","8","18","-0.3","6.13","124","155","119","153","290","320","301"
"26",608671,"Jankowski, Travis","583","4.5","0.143","0.000","0.143","0.143","0.126","0.259","0.272","1","7","85.5","9.0","2158","89.1","88.79","0","11","15","-0.3","6.12","119","149","110","145","280","317","297"
"26",643269,"Craig, Will","247","10.5","0.222","0.000","0.222","0.222","0.195","0.226","0.239","2","9","81.2","-9.0","2221","87.9","88.12","1","11","15","0.2","6.38","109","154","122","146","303","320","289"
"25",608700,"Plawecki, Kevin","622","4.0","0.125","0.000","0.167","0.125","0.175","0.121","0.053","1","8","79.5","39.5","2063","88.4","88.60","3","11","14","0.2","6.28","110","151","121","146","287","318","293"
"25",641684,"Hermosillo, Michael","149","16.8","0.333","1.000","0.000","1.333","0.682","0.474","0.197","1","3","99.5","51.5","2108","86.9","87.71","2","11","14","0.8","6.69","114","154","119","147","292","320","296"
"25",666801,"Castro, Rodolfo","398","6.3","0.125","0.000","0.250","0.125","0.110","0.105","0.111","1","8","83.4","18.0","2144","84.0","84.22","7","15","10","0.2","6.39","119","155","113","150","302","315","287"
"25",596825,"García, Robel","453","5.5","0.222","0.333","0.167","0.556","0.321","0.151","0.140","2","9","86.1","27.7","1752","86.0","86.22","3","12","13","0.2","6.40","103","153","113","150","295","325","296"
"24",676391,"Clement, Ernie","442","5.4","0.000","0.000","0.000","0.000","0.000","0.206","0.198","0","7","86.8","14.2","2368","86.7","86.64","6","17","7","-0.1","6.27","106","154","117","148","298","316","286"
"24",622100,"Jones, Taylor","424","5.7","0.125","0.000","0.167","0.125","0.110","0.271","0.217","1","8","91.7","41.0","2164","87.2","87.13","6","14","10","-0.1","6.28","106","155","123","147","308","330","291"
"24",595284,"Knapp, Andrew","619","3.9","0.125","0.000","0.143","0.125","0.110","0.142","0.146","1","8","68.9","0.6","2157","87.6","87.86","5","15","9","0.3","6.39","105","149","120","148","295","317","285"
"24",645801,"Ford, Mike","292","8.2","0.125","0.000","0.167","0.125","0.110","0.140","0.150","1","8","85.7","23.2","2341","87.7","83.69","3","9","15","-4.0","6.35","108","166","133","153","300","329","297"
"24",572008,"Owings, Chris","194","12.4","0.800","0.800","0.800","1.600","0.986","0.694","0.468","4","5","99.6","24.0","2401","88.6","84.98","5","14","10","-3.6","6.04","104","152","106","148","312","329","300"
"24",672701,"Devers, José","174","13.8","0.200","0.000","0.333","0.200","0.176","0.338","0.360","1","5","93.1","6.3","2038","88.4","88.07","4","14","10","-0.3","6.13","113","149","106","150","284","317","297"
"24",444489,"Piña, Manny","801","3.0","0.167","0.500","0.000","0.667","0.334","0.388","0.243","1","6","87.8","31.8","2163","89.6","89.78","1","10","14","0.2","6.27","107","150","121","147","304","317","284"
"23",641914,"Neuse, Sheldon","261","8.8","0.000","0.000","0.000","0.000","0.000","0.094","0.104","0","5","103.4","3.0","2174","87.5","87.59","7","12","11","0.1","6.36","105","150","119","145","302","320","286"
"23",663837,"Vierling, Matt","300","7.7","0.625","0.125","0.714","0.750","0.595","0.380","0.410","5","8","91.6","12.6","2108","88.3","87.72","2","14","9","-0.6","6.04","106","151","117","149","305","316","286"
"22",542255,"Inciarte, Ender","352","6.3","0.400","0.000","0.667","0.400","0.352","0.260","0.281","2","5","77.7","-1.5","2386","89.1","89.22","5","14","8","0.1","6.16","117","149","113","150","283","310","298"
"22",546991,"Almora Jr., Albert","211","10.4","0.000","0.000","0.000","0.000","0.000","0.136","0.120","0","5","94.0","11.7","2366","88.5","88.88","6","11","11","0.4","6.70","95","147","115","145","300","313","289"
